raw_dimension_x	raw_dimension_y	raw_dimension_z	raw_voxel_size_x	raw_voxel_size_y	raw_voxel_size_z	raw_max_b	raw_neighbor_corr	raw_masked_neighbor_corr	raw_dwi_contrast	raw_num_bad_slices	raw_num_directions	raw_coherence_index	t1_dimension_x	t1_dimension_y	t1_dimension_z	t1_voxel_size_x	t1_voxel_size_y	t1_voxel_size_z	t1_max_b	t1_neighbor_corr	t1_masked_neighbor_corr	t1_dwi_contrast	t1_num_bad_slices	t1_num_directions	t1_coherence_index	t1post_dimension_x	t1post_dimension_y	t1post_dimension_z	t1post_voxel_size_x	t1post_voxel_size_y	t1post_voxel_size_z	t1post_max_b	t1post_neighbor_corr	t1post_masked_neighbor_corr	t1post_dwi_contrast	t1post_num_bad_slices	t1post_num_directions	t1post_coherence_index	mean_fd	max_fd	max_rotation	max_translation	max_rel_rotation	max_rel_translation	t1_dice_distance	CNR0_mean	CNR1_mean	CNR0_median	CNR1_median	CNR0_standard_deviation	CNR1_standard_deviation	file_name	subject_id	session_id	task_id	dir_id	acq_id	space_id	rec_id	run_id
112.0	112.0	72.0	2.0	2.0	2.0	1000.0	0.976629	0.939179	1.080139	0.0	64.0	3877.24	80.0	98.0	85.0	2.0	2.0	2.0	1000.0	0.993552	0.985993	1.078653	0.0	64.0	4172.41	80.0	98.0	85.0	2.0	2.0	2.0	1000.0	0.99241	0.976896	1.136884	0.0	64.0	4288.26	0.25318343894534084	0.68837588947	0.04135043174	0.6962127009	0.004145031800000001	0.42149394201999996	0.026638837315988827	46.31269	6.2464128	41.959953	4.829077	29.041037	4.367324	sub-01	sub-01							
